2020-08-14 09:24:12.338945,28.3,62.0
2020-08-14 09:24:16.639540,27.9,64.0
2020-08-14 09:24:18.790018,28.0,65.0
2020-08-14 09:24:20.940293,28.0,65.0
2020-08-14 09:24:25.240835,28.0,64.0
2020-08-14 09:24:27.391354,28.0,64.0
2020-08-14 09:24:29.541896,28.1,64.0
2020-08-14 09:24:31.692325,28.1,64.0
2020-08-14 09:24:33.843112,28.1,64.0
2020-08-14 09:24:35.993514,28.1,64.0
2020-08-14 09:24:38.144141,28.1,64.0
2020-08-14 09:24:40.295112,28.1,63.0
2020-08-14 09:24:42.446239,28.2,63.0
2020-08-14 09:24:44.597181,28.1,63.0
2020-08-14 09:24:46.747961,28.2,63.0
2020-08-14 09:24:48.898127,28.2,63.0
2020-08-14 09:24:51.048935,28.2,63.0
2020-08-14 09:24:53.199512,28.2,63.0
2020-08-14 09:24:57.500618,28.2,63.0
2020-08-14 09:24:59.651276,28.2,63.0
2020-08-14 09:25:06.102964,28.2,63.0
2020-08-14 09:25:08.253756,28.2,63.0
2020-08-14 09:25:10.404504,28.2,63.0
2020-08-14 09:25:12.555195,28.2,63.0
2020-08-14 09:25:14.706145,28.2,63.0
2020-08-14 09:25:16.856901,28.2,63.0
2020-08-14 09:25:19.007790,28.3,63.0
2020-08-14 09:25:21.158338,28.2,63.0
2020-08-14 09:25:23.309063,28.2,63.0
2020-08-14 09:25:27.610476,28.3,63.0
2020-08-14 09:25:29.761023,28.3,62.0
2020-08-14 09:25:31.911787,28.2,62.0
2020-08-14 09:25:36.213260,28.3,62.0
2020-08-14 09:25:38.364151,28.3,62.0
2020-08-14 09:25:40.514937,28.3,62.0
2020-08-14 09:25:42.665596,28.3,62.0
2020-08-14 09:25:44.816457,28.3,62.0
2020-08-14 09:25:46.967269,28.3,62.0
2020-08-14 09:25:49.117881,28.3,62.0
2020-08-14 09:25:51.268570,28.3,62.0
2020-08-14 09:25:57.720507,28.3,62.0
2020-08-14 09:25:59.871268,28.3,62.0
2020-08-14 09:26:04.172603,28.3,62.0
2020-08-14 09:26:06.323243,28.3,62.0
2020-08-14 09:26:08.473921,28.3,62.0
2020-08-14 09:26:10.624631,28.3,62.0
2020-08-14 09:26:12.775463,28.3,62.0
2020-08-14 09:26:14.926280,28.3,62.0
2020-08-14 09:26:17.076917,28.3,62.0
2020-08-14 09:26:19.227669,28.3,62.0
2020-08-14 09:26:21.378430,28.3,62.0
2020-08-14 09:26:23.529076,28.3,62.0
2020-08-14 09:26:25.679950,28.3,62.0
2020-08-14 09:26:27.830609,28.3,62.0
2020-08-14 09:26:29.981336,28.3,62.0
2020-08-14 09:26:36.433115,28.3,62.0
2020-08-14 09:26:38.583736,28.3,62.0
2020-08-14 09:26:40.734381,28.3,62.0
2020-08-14 09:26:42.885118,28.3,62.0
2020-08-14 09:26:45.036059,28.3,62.0
2020-08-14 09:26:47.186737,28.3,62.0
2020-08-14 09:26:49.337547,28.3,62.0
2020-08-14 09:26:51.488237,28.3,62.0
2020-08-14 09:26:55.789355,28.3,62.0
2020-08-14 09:27:00.090607,28.3,62.0
2020-08-14 09:27:02.241497,28.3,62.0
2020-08-14 09:27:06.542920,28.3,62.0
2020-08-14 09:27:08.693659,28.3,62.0
2020-08-14 09:27:10.844494,28.3,62.0
2020-08-14 09:27:12.995428,28.3,62.0
2020-08-14 09:27:15.146143,28.3,62.0
2020-08-14 09:27:17.296666,28.3,62.0
2020-08-14 09:27:19.447553,28.3,62.0
2020-08-14 09:27:21.598169,28.3,62.0
2020-08-14 09:27:23.748920,28.3,62.0
2020-08-14 09:27:28.050136,28.3,62.0
2020-08-14 09:27:30.200790,28.3,62.0
2020-08-14 09:27:32.351344,28.3,62.0
2020-08-14 09:27:36.652427,28.3,62.0
2020-08-14 09:27:38.803027,28.3,62.0
2020-08-14 09:27:40.953816,28.3,62.0
2020-08-14 09:27:43.104668,28.3,62.0
2020-08-14 09:27:45.255803,28.3,62.0
2020-08-14 09:27:47.406553,28.3,62.0
2020-08-14 09:27:49.557223,28.3,62.0
2020-08-14 09:27:51.707863,28.3,62.0
2020-08-14 09:27:53.858641,28.3,62.0
2020-08-14 09:27:56.009575,28.3,62.0
2020-08-14 09:28:00.310482,28.3,62.0
2020-08-14 09:28:02.460992,28.3,62.0
2020-08-14 09:28:04.611587,28.3,62.0
2020-08-14 09:28:08.912685,28.3,62.0
2020-08-14 09:28:11.063294,28.3,62.0
2020-08-14 09:28:13.214226,28.3,62.0
2020-08-14 09:28:15.365164,28.3,62.0
2020-08-14 09:28:17.515851,28.3,62.0
2020-08-14 09:28:19.666528,28.3,62.0
2020-08-14 09:28:21.817187,28.3,62.0
2020-08-14 09:28:23.967920,28.3,62.0
2020-08-14 09:28:26.118813,28.3,62.0
2020-08-14 09:28:28.269630,28.3,62.0
2020-08-14 09:28:30.420502,28.3,62.0
2020-08-14 09:28:34.721678,28.3,62.0
2020-08-14 09:28:39.023191,28.3,62.0
2020-08-14 09:28:41.173872,28.3,62.0
2020-08-14 09:28:43.324568,28.3,62.0
2020-08-14 09:28:45.475203,28.3,61.0
2020-08-14 09:28:47.625826,28.3,61.0
2020-08-14 09:28:49.776547,28.3,61.0
2020-08-14 09:28:51.927222,28.3,61.0
2020-08-14 09:28:54.077949,28.3,61.0
2020-08-14 09:28:56.228447,28.3,61.0
2020-08-14 09:29:02.679939,28.3,61.0
2020-08-14 09:29:04.830739,28.3,61.0
2020-08-14 09:29:06.981477,28.3,61.0
2020-08-14 09:29:09.132505,28.3,61.0
2020-08-14 09:29:11.283130,28.3,61.0
2020-08-14 09:29:13.433924,28.3,61.0
2020-08-14 09:29:15.584687,28.3,61.0
2020-08-14 09:29:17.735309,28.3,61.0
2020-08-14 09:29:19.886305,28.3,61.0
2020-08-14 09:29:22.036947,28.3,61.0
2020-08-14 09:29:24.187713,28.3,61.0
2020-08-14 09:29:26.338304,28.3,61.0
